en,my
A girl is dressed for sledding.,မိန်းကလေးငယ်တစ်ဦးသည် စွတ်ဖားလှည်းစီးရန်အတွက် ဝတ်စားထားသည်။
A girl wears white clothes.,မိန်းကလေးငယ်တစ်ဦးသည် အဖြူရောင် အဝတ်အစားများကို ဝတ်ဆင်သည်။
The girl is dressed all in red.,မိန်းကလေးငယ်လေးသည် တကိုယ်လုံးအနီရောင်ဝတ်ဆင်ထားသည်။
The movie does not mention Kaufman discussing his own death.,Kaufman က သူ့ရဲ သေဆုံးမှုအကြောင်း ဆွေးနွေးထားတာကို ရုပ်ရှင်မှာ ထုတ်ဖော်မပြထားပါဘူး။
The movie had an in depth interview with Kaufman about his death.,သူရဲ့ သေဆုံးမှုအကြောင်းနဲ့ ပတ်သက်ပြီး Kaufman နဲ့ အသေးစိတ်အင်တာဗျူးတစ်ခု ရုပ်ရှင်မှာ ပါဝင်တယ်။
"The movie was a blockbuster, despite leaving out some crucial details about Kaufman.",Kaufman နှင့် ပတ်သက်သည့် အရေးပါလှသော အသေးစိတ်အချက်အလက်အချို့ ချန်ရစ်ထားသော်လည်း၊ ရုပ်ရှင်သည် ဝက်ဝက်ကွဲအောင်မြင်ခဲ့သည်။
The OPEN sign is black.,ဖွင့်ပါ ဆိုသည့် ဆိုင်းပုတ်သည် အနက်ရောင်ဖြစ်သည်။
The OPEN sign is on the front curb.,ဖွင့်သည်ဆိုသည့် ဆိုင်းဘုတ်သည် အရှေ့ပလက်ဖောင်းစွန်းပေါ်တွင်ဖြစ်သည်။
The OPEN sign lights up.,ဖွင့်သည်ဆိုသည့် ဆိုင်းဘုတ်သည် မီးလင်းနေသည်။
Anxious parents are one marketing target of the newsweeklies.,စိတ်သောကရောက်နေကြသော မိဘများသည် အပတ်စဉ်ထုတ်သတင်းစဉ်များ၏ ဈေးကွက်မြှင့်တင်ရေး ပစ်မှတ်တစ်ခုဖြစ်သည်။
Newsweeklies design their cover packages to appeal to small children or the elderly.,အပတ်စဉ်ထုတ်သတင်းစဉ်များသည် ၎င်းတို့၏ အဖုံး ထုပ်ပိုးမှုများကို ကလေးငယ်လေးများနှင့် သက်ကြီးရွယ်အိုများကို ဆွဲဆောင်ရန် ဒီဇိုင်းဆွဲထားသည်။
"Parents are more likely to spend money on new car purchases, making them a lucrative advertising segment for magazines.",မိဘများသည် ကားအသစ်ဝယ်ယူမှုများတွင် ပိုက်ဆံ ပိုမိုသုံးစွဲတတ်သည်၊ ထိုသည်က မဂ္ဂဇင်းများတွင် အမြတ်အစွန်းများသော ကြော်ငြာကဏ္ဍတစ်ခု ဖြစ်စေသည်။
Rockefeller gave to cancer research.,Rockefeller သည် ကင်ဆာသုတေသနသို့ လှူဒါန်းခဲ့သည်။
Rockefeller was giving.,Rockefeller သည် ရက်ရောသည်။
Rockefeller was stingy.,Rockefeller သည် တွန့်တိုသည်။
The Venice Biennale is overpopulated.,Venice Biennale သည် လူဦးရေထူထပ်မှု လွန်ကဲနေသည်။
The Venice Biennale is sparsely populated.,Venice Biennale သည် လူနေကျဲပါးသည်။
The Venice Biennale will make room for more people.,Venice Biennale တွင် နောက်ထပ်လူများအတွက် နေရာဖန်တီးလိမ့်မည်။
"It was reported that Michael Eisner tried unsuccessfully to make amends with his former friend, Mike Ovitz.",Michael Eisner သည် သူ၏ မိတ်ဆွေဟောင်း Mike Ovitz နှင့် ကျေအေးရန် ကြိုးစားခဲ့မှု မအောင်မြင်ခဲ့ကြောင်း သတင်းရရှိသည်။
Mike Ovitz and Michael Eisner were the best of friends and business partners for their entire lives.,Mike Ovitz နှင့် Michael Eisner တို့သည် သူတို့၏ ဘဝတစ်လျှောက်လုံး သူငယ်ချင်းကောင်းများနှင့် စီးပွားရေး လုပ်ဖော်ကိုင်ဖက်တွေ ဖြစ်ခဲ့ကြသည်။
"Mike Ovitz refused Michael Eisner's attempt at working out their differences, because of distrust surrounding finances and the vision for the company.",ဘဏ္ဍာရေးဆိုင်ရာနှင့် ကုမ္ပဏီအပေါ်ထားရှိသော မျှော်မှန်းချက်ဆိုင်ရာတို့တွင် မယုံကြည်မှုများကြောင့်၊ Michael Eisner မှ ၎င်းတို့​၏ အမြင်မတူသဘောထားကွဲလွဲမှုများကို ဖြေရှင်းရန်ကြိးပမ်းမှုကို Mike Ovitz က ငြင်းပယ်ခဲ့သည်။
Klayman brought up on charges of ethnic bias in California.,Klayman သည် ကယ်လီဖိုးနီးယားတွင် လူမျိုးရေးဘက်လိုက်မှုဖြင့် စွဲချက်တင်ခံခဲ့ရသည်။
Klayman didn't expect to be charged with ethnic bias.,Klayman သည် လူမျိုးရေးဘက်လိုက်မှုဖြင့် စွဲချက်တင်ခံရမည်ဟု မျှော်လင့်မထားပေ။
There were allegations of ethnic bias against Klayman.,လူမျိုးရေးဘက်လိုက်မှုရှိသည်ဟု Klayman အပေါ် စွပ်စွဲချက်များ ရှိသည်။
Corporate reps wear suits.,အသင်းအဖွဲ့ကိုယ်စားလှယ်များသည် ဝတ်စုံများကို ဝတ်ဆင်ထားကြသည်။
One would expect corporate reps to hiss.,အသင်းအဖွဲ့ကိုယ်စားလှယ်တွေက စိတ်ဆိုးမာန်ဆိုးနဲ့ ပြောဆိုမယ်လို့ လူတွေက မျှော်လင့်ထားကြလိမ့်မယ်။
One would not expect corporate reps to hiss.,အသင်းအဖွဲ့ကိုယ်စားလှယ်တွေက စိတ်ဆိုးမာန်ဆိုးနဲ့ ပြောဆိုမယ်လို့ လူတွေက မျှော်လင့်ထားမှာမဟုတ်ဘူး။
